date_utc,league,home,away,market,pick,price_at_publish,model_probability,result,grade,snapshot_frozen_at
2026-06-04T17:00:00+00:00,Ettan - Södra,Laholm,Hässleholms IF,Double Chance,Home/Draw,1.64,0.5915,,LOST,
2026-06-04T18:00:00+00:00,Botola Pro,Hassania Agadir,FUS Rabat,Asian Handicap,Home +0,2.0,0.6346,,WON,
2026-06-04T19:00:00+00:00,Friendlies,Spain,Iraq,Team Total Goals,Under 2.5,2.7,0.8780,,WON,
2026-06-04T19:10:00+00:00,Friendlies,France,Ivory Coast,Team Total Goals,Over 0.5,1.7,0.8719,,WON,
2026-06-04T20:00:00+00:00,Botola Pro,FAR Rabat,Difaa EL Jadida,Team Total Goals,Under 2.5,1.5,0.9116,,WON,
2026-06-05T10:00:00+00:00,Northern NSW NPL,Cooks Hill United,Belmont Swansea,Asian Handicap,Home +0.25,1.92,0.7201,,LOST,
2026-06-05T13:00:00+00:00,Friendlies,Indonesia,Oman,Asian Handicap,Home +0,1.58,0.6370,,WON,
2026-06-05T16:00:00+00:00,Friendlies,Belarus,Syria,Team Total Goals,Over 0.5,1.6,0.9141,,WON,
2026-06-05T16:00:00+00:00,Ligue 1,Mostaganem,El Bayadh,Over/Under Goals,Over 1.5,1.5,0.7393,,WON,
2026-06-05T16:00:00+00:00,Ligue 1,Paradou AC,ES Setif,Asian Handicap,Home +0,1.77,0.5304,,LOST,
2026-06-05T16:00:00+00:00,Première Division,Diarra,Djoliba,Asian Handicap,Home +0.25,2.38,0.9905,,LOST,
2026-06-05T16:30:00+00:00,3. Division,Vejgaard B,Lyseng,Over/Under Goals,Under 3.5,1.63,0.8555,,WON,
2026-06-05T17:00:00+00:00,Division 2 - Västra Götaland,Böljan,Astrio,Over/Under Goals,Under 3.5,1.68,0.9893,,LOST,
2026-06-05T17:00:00+00:00,Division 2 - Västra Götaland,Jonsered,Galtabacks,Over/Under Goals,Under 3.5,1.84,0.9637,,LOST,
2026-06-05T17:00:00+00:00,Division 2 - Västra Götaland,Lindome,Kongahälla,Asian Handicap,Home +0,1.54,0.6752,,WON,
2026-06-05T17:00:00+00:00,Friendlies,Moldova,Bulgaria,Asian Handicap,Home +0.25,2.05,0.6405,,WON,
2026-06-05T17:00:00+00:00,Friendlies,Russia,Burkina Faso,Team Total Goals,Over 0.5,2.08,0.9012,,LOST,
2026-06-05T19:00:00+00:00,Ligue 1,JS Kabylie,CR Belouizdad,Double Chance,Home/Draw,1.62,0.8613,,WON,
2026-06-05T19:00:00+00:00,Ligue 1,JS Saoura,CS Constantine,Team Total Goals,Over 0.5,1.67,0.8415,,WON,
2026-06-05T21:00:00+00:00,Primera B Metropolitana,Ituzaingó,Real Pilar,Asian Handicap,Home +0.25,2.02,0.5564,,WON,
2026-06-05T22:00:00+00:00,Primera División - Apertura,Wanderers,Danubio,Asian Handicap,Home +0,1.6,0.6371,,WON,
2026-06-05T23:00:00+00:00,CONMEBOL Nations League Women,Bolivia W,Paraguay W,Over/Under Goals,Under 3.5,3.1,0.8506,,LOST,
2026-06-05T23:00:00+00:00,CONMEBOL Nations League Women,Colombia W,Uruguay W,Over/Under Goals,Under 3.5,1.5,0.8549,,WON,
2026-06-05T23:30:00+00:00,Friendlies,Canada,Rep. Of Ireland,Team Total Goals,Over 0.5,1.85,0.7368,,WON,
2026-06-06T01:00:00+00:00,USL League Two,Snohomish United,Midlakes United,Asian Handicap,Away -1.25,1.68,0.2321,,WON,
2026-06-06T02:00:00+00:00,Canadian Premier League,Vancouver FC,Atlético Ottawa,Asian Handicap,Home +0.25,1.58,0.6899,,WON,
2026-06-06T07:00:00+00:00,J. League Div.1,Urawa,Fagiano Okayama,Team Total Goals,Over 0.5,1.53,0.7582,,WON,
2026-06-06T09:00:00+00:00,1. Liga U19,Slavia Praha U19,Sparta Praha U19,Over/Under Goals,Under 3.5,2.0,0.9892,,LOST,
2026-06-06T11:00:00+00:00,3. Division - Girone 1,Vålerenga II,Nordstrand,Over/Under Goals,Under 3.5,2.15,0.7329,,LOST,
2026-06-06T11:00:00+00:00,3. Division,Odder,Frem,Asian Handicap,Home +0,1.82,0.8448,,WON,
2026-06-06T12:00:00+00:00,3. Division,Næsby,FA 2000,Asian Handicap,Home +0,1.5,0.6459,,WON,
2026-06-06T12:30:00+00:00,Division 2 - Norra Svealand,Sunnersta,Gute,Over/Under Goals,Under 3.5,1.7,0.9274,,LOST,
2026-06-06T13:00:00+00:00,Premier Soccer League,Milford FC,Cape Town City,Asian Handicap,Home +0.25,1.6,0.8742,,LOST,
2026-06-06T13:00:00+00:00,Primera División - Apertura,Central Espanol,Racing Montevideo,Asian Handicap,Home +0,2.45,0.6223,,WON,
2026-06-06T13:00:00+00:00,Tweede Divisie,Ijsselmeervogels,ADO '20,Team Total Goals,Under 2.5,1.68,0.9807,,WON,
2026-06-06T14:00:00+00:00,Division 2 - Norra Svealand,Falu BS,Korsnäs,Over/Under Goals,Under 3.5,1.73,0.8548,,WON,
2026-06-06T15:00:00+00:00,3. liga - West,Slovan Duslo Šaľa,Petržalka II,Over/Under Goals,Under 3.5,1.5,0.9212,,LOST,
2026-06-06T16:00:00+00:00,Ligue 1,Olympique Akbou,Ben Aknoun,Asian Handicap,Away -1.25,1.53,0.1799,,WON,
2026-06-06T17:45:00+00:00,Friendlies,Portugal,Chile,Team Total Goals,Over 0.5,1.77,0.7746,,WON,
2026-06-06T17:45:00+00:00,Friendlies,Romania,Wales,Asian Handicap,Home +0.25,1.6,0.7319,,WON,
2026-06-06T18:00:00+00:00,Primera B Metropolitana,Brown DE Adrogue,Comunicaciones,Team Total Goals,Over 0.5,1.5,0.7280,,WON,
2026-06-06T18:30:00+00:00,Primera B Metropolitana,Argentino de Merlo,Deportivo Camioneros,Over/Under Goals,Over 1.5,1.62,0.7045,,LOST,
2026-06-06T18:30:00+00:00,Primera B Metropolitana,Excursionistas,San Martín Burzaco,Team Total Goals,Over 0.5,1.8,0.7998,,LOST,
2026-06-06T18:30:00+00:00,Primera B Metropolitana,Flandria,Argentino Quilmes,Asian Handicap,Home +0.25,1.6,0.8961,,LOST,
2026-06-06T19:00:00+00:00,Friendlies,Australia,Switzerland,Team Total Goals,Over 0.5,1.7,0.8527,,WON,
2026-06-06T19:00:00+00:00,Segunda Division,Castellón,Almeria,Over/Under Goals,Under 3.5,1.57,0.8939,,WON,
2026-06-06T20:00:00+00:00,Friendlies,Bolivia,Scotland,Team Total Goals,Over 0.5,1.55,0.7865,,LOST,
2026-06-06T20:00:00+00:00,Friendlies,England,New Zealand,Team Total Goals,Under 2.5,2.05,0.8898,,WON,
2026-06-06T21:30:00+00:00,Primera División - Apertura,Club Nacional,Juventud,Team Total Goals,Over 0.5,1.57,0.7760,,WON,
2026-06-06T22:00:00+00:00,Friendlies,Venezuela,Türkiye,Asian Handicap,Home +0.25,2.6,0.6812,,LOST,
2026-06-06T23:00:00+00:00,USL League Two,Oakland County,Lansing City,Team Total Goals,Under 2.5,1.78,0.9374,,LOST,
2026-06-06T23:00:00+00:00,USL League Two,Shark Coast,Nona,Asian Handicap,Home +0.25,3.1,0.8655,,LOST,
2026-06-06T23:30:00+00:00,USL League Two,Charlotte Independence 2,Charlotte Eagles,Over/Under Goals,Under 3.5,1.87,0.9946,,WON,
2026-06-06T23:30:00+00:00,USL League Two,North Carolina Fusion,North Carolina II,Over/Under Goals,Under 3.5,1.69,0.8568,,LOST,
2026-06-07T00:00:00+00:00,Friendlies,Curaçao,Aruba,Team Total Goals,Under 2.5,2.43,0.9004,,LOST,
2026-06-07T00:00:00+00:00,USL League Two,Hattiesburg,Memphis 901,Over/Under Goals,Under 3.5,1.78,0.7258,,LOST,
2026-06-07T00:00:00+00:00,USL League Two,Hill Country Lobos,San Antonio FC 2,Asian Handicap,Home +0.25,1.68,0.6493,,WON,
2026-06-07T00:00:00+00:00,USL League Two,Little Rock Rangers,Jackson Boom,Over/Under Goals,Under 3.5,2.01,0.8586,,WON,
2026-06-07T00:00:00+00:00,USL League Two,Rockford Raptors,River Light,Over/Under Goals,Under 3.5,1.73,0.7678,,LOST,
2026-06-07T00:00:00+00:00,USL League Two,Texoma,Lubbock Matadors,Team Total Goals,Under 2.5,1.68,0.9739,,WON,
2026-06-07T11:00:00+00:00,Division 2 - Norra Svealand,Helges,Kungsängen,Asian Handicap,Home +0,3.15,0.6996,,LOST,
2026-06-07T11:00:00+00:00,Division 2 - Norra Svealand,Viggbyholms IK,Lidingö,Over/Under Goals,Under 3.5,1.64,0.8289,,LOST,
2026-06-07T11:00:00+00:00,Division 2 - Norrland,Storfors,Boden,Double Chance,Home/Draw,1.67,0.6067,,LOST,
2026-06-07T12:00:00+00:00,Division 2 - Västra Götaland,Dalstorps,Onsala,Over/Under Goals,Under 3.5,1.5,0.8405,,LOST,
2026-06-07T12:00:00+00:00,Ettan - Norra,Piteå,Enköping,Asian Handicap,Home +0.25,2.02,0.6248,,LOST,
2026-06-07T13:00:00+00:00,Primera División - Apertura,Progreso,Albion FC,Asian Handicap,Home +0.25,1.9,0.8473,,LOST,
2026-06-07T14:00:00+00:00,Ettan - Södra,Trelleborg,Skövde AIK,Team Total Goals,Over 0.5,1.62,0.7450,,LOST,
2026-06-07T15:30:00+00:00,1st League - FBiH,Igman Konjic,Stupčanica Olovo,Asian Handicap,Home +0.25,1.52,0.8607,,LOST,
2026-06-07T16:30:00+00:00,Copa De La Liga,Universidad de Chile,A. Italiano,Team Total Goals,Over 0.5,1.53,0.8319,,WON,
2026-06-07T16:30:00+00:00,Friendlies,Denmark,Ukraine,Team Total Goals,Over 0.5,1.65,0.8114,,WON,
2026-06-07T17:30:00+00:00,Primera B Metropolitana,Deportivo Laferrere,Dock Sud,Team Total Goals,Over 0.5,1.53,0.7384,,WON,
2026-06-07T18:30:00+00:00,Torneo Federal A,Santamarina,Kimberley Mar del Plata,Team Total Goals,Over 0.5,1.53,0.7360,,LOST,
2026-06-07T18:45:00+00:00,Friendlies,Croatia,Slovenia,Team Total Goals,Over 0.5,1.95,0.7373,,WON,
2026-06-07T19:00:00+00:00,Copa De La Liga,Huachipato,Colo Colo,Team Total Goals,Over 0.5,1.5,0.7672,,WON,
2026-06-07T19:00:00+00:00,Friendlies,Morocco,Norway,Asian Handicap,Home +0.25,1.9,0.5948,,WON,
2026-06-07T19:00:00+00:00,Serie B,CRB,São Bernardo,Team Total Goals,Over 0.5,1.57,0.7543,,WON,
2026-06-07T22:00:00+00:00,Copa De La Liga,Deportes Limache,Everton de Vina,Asian Handicap,Home +0.25,1.52,0.7025,,LOST,
2026-06-07T22:00:00+00:00,Copa De La Liga,O'Higgins,Palestino,Asian Handicap,Home +0.25,1.62,0.5621,,WON,
2026-06-07T23:00:00+00:00,Friendlies,Colombia,Jordan,Team Total Goals,Over 0.5,2.15,0.7369,,LOST,
2026-06-07T23:30:00+00:00,USL League Two,Virginia Marauders,Christos,Asian Handicap,Home +0.25,3.3,0.6104,,LOST,
2026-06-08T14:00:00+00:00,Friendlies,Latvia U19,Estonia U19,Over/Under Goals,Under 3.5,1.53,0.9364,,LOST,
2026-06-08T14:00:00+00:00,Friendlies,Saudi Arabia U20,Panama U20,Asian Handicap,Home +0.25,1.58,0.7860,,WON,
2026-06-08T14:00:00+00:00,League Cup,Masr,Wadi Degla,Asian Handicap,Home +0.25,1.78,0.6958,,LOST,
2026-06-08T16:15:00+00:00,Friendlies,Italy U21,Albania U21,Over/Under Goals,Under 3.5,1.7,0.8657,,WON,
2026-06-08T17:00:00+00:00,Ettan - Norra,Stockholm Internazionale,Vasalund,Asian Handicap,Away -1.25,1.6,0.2085,,LOST,
2026-06-08T17:00:00+00:00,Ettan - Södra,Angelholms FF,Olympic,Over/Under Goals,Under 3.5,1.53,0.7002,,WON,
2026-06-08T17:30:00+00:00,Ettan - Södra,Utsikten,Rosengård,Over/Under Goals,Under 3.5,1.53,0.9064,,WON,
2026-06-08T17:30:00+00:00,League Cup,Enppi,AL Masry,Asian Handicap,Home +0.25,1.82,0.7867,,LOST,
2026-06-08T18:45:00+00:00,Friendlies,Netherlands,Uzbekistan,Team Total Goals,Over 0.5,1.67,0.8077,,WON,
2026-06-08T19:00:00+00:00,Friendlies,Niger,Mauritania,Asian Handicap,Home +1.25,5.9,0.9763,,WON,
2026-06-08T19:30:00+00:00,Segunda División,Provincial Ovalle,Trasandino,Asian Handicap,Home +0,1.93,0.5209,,WON,
2026-06-08T22:00:00+00:00,Primera A,Atletico Nacional,Junior,Team Total Goals,Over 0.5,1.55,0.8738,,LOST,
2026-06-08T23:00:00+00:00,Serie B,America Mineiro,Atletico Goianiense,Team Total Goals,Over 0.5,1.5,0.7718,,WON,
2026-06-08T23:00:00+00:00,USL League Two,The Villages,Sporting Jax 2,Team Total Goals,Under 2.5,1.7,0.9291,,WON,
2026-06-09T00:00:00+00:00,MLS Next Pro,Minnesota United II,Sporting KC II,Team Total Goals,Under 2.5,1.68,0.8857,,LOST,
2026-06-09T02:00:00+00:00,Friendlies,Peru,Spain,Asian Handicap,Home +0.25,7.0,0.7007,,LOST,
2026-06-09T12:00:00+00:00,Friendlies,Cambodia,Hong Kong,Asian Handicap,Home +0.25,1.95,0.7379,,WON,
2026-06-09T15:00:00+00:00,Friendlies,Armenia,Moldova,Team Total Goals,Over 0.5,1.67,0.7378,,WON,
2026-06-09T16:00:00+00:00,Botola Pro,Yacoub El Mansour,CODM Meknès,Over/Under Goals,Over 1.5,1.5,0.6574,,WON,
2026-06-09T16:30:00+00:00,Première Division,Djoliba,Réal Bamako,Asian Handicap,Home +0,1.53,0.6273,,LOST,
2026-06-09T16:30:00+00:00,Première Division,Stade Malien Bamako,Binga,Asian Handicap,Home +0,1.54,0.4177,,WON,
2026-06-09T17:00:00+00:00,Friendlies,Hungary,Kazakhstan,Team Total Goals,Under 2.5,1.73,0.9146,,LOST,
2026-06-09T17:00:00+00:00,Superettan,Oddevold,IFK Norrkoping,Asian Handicap,Home +0.25,1.68,0.6561,,LOST,
2026-06-09T18:00:00+00:00,Botola Pro,Kawkab Marrakech,Raja Casablanca,Over/Under Goals,Over 1.5,1.55,0.7023,,WON,
2026-06-09T19:00:00+00:00,Segunda Division,Almeria,Castellón,Asian Handicap,Home +0.25,1.5,0.7348,,WON,
2026-06-09T20:00:00+00:00,Botola Pro,Maghreb Fès,FAR Rabat,Over/Under Goals,Over 1.5,1.5,0.7528,,LOST,
2026-06-09T23:00:00+00:00,CONMEBOL Nations League Women,Paraguay W,Colombia W,Asian Handicap,Home +0.25,3.9,0.7188,,LOST,
2026-06-09T23:00:00+00:00,USL League Two,Evergreen,Charlottesville Blues,Over/Under Goals,Under 3.5,1.61,0.8760,,WON,
2026-06-10T01:00:00+00:00,Friendlies,Iraq,Venezuela,Asian Handicap,Home +0.25,1.9,0.8420,,LOST,
2026-06-10T09:30:00+00:00,Capital Territory NPL,Canberra Olympic,Canberra Juventus,Asian Handicap,Home +0.25,1.6,0.5660,,LOST,
2026-06-10T09:30:00+00:00,Capital Territory NPL,Tuggeranong United,Monaro Panthers,Asian Handicap,Home +0.25,2.68,0.7163,,LOST,
2026-06-10T09:30:00+00:00,New South Wales NPL,Sydney Olympic,SD Raiders,Asian Handicap,Home +0.25,1.95,0.5623,,WON,
2026-06-10T16:00:00+00:00,Friendlies,Pakistan,Afghanistan,Asian Handicap,Home +1.25,5.45,0.9669,,WON,
2026-06-10T18:00:00+00:00,2. Deild,Fjardabyggd / Leiknir,Fjolnir,Asian Handicap,Home +0,2.25,0.6623,,LOST,
2026-06-10T18:00:00+00:00,Brasileiro U20 A,Corinthians U20,Avaí U20,Team Total Goals,Under 2.5,1.55,0.8851,,LOST,
2026-06-10T18:00:00+00:00,Brasileiro U20 A,Grêmio U20,Fluminense U20,Asian Handicap,Home +0.25,1.65,0.7913,,LOST,
2026-06-10T18:00:00+00:00,Brasileiro U20 A,Juventude U20,Bahia U20,Asian Handicap,Home +0.25,2.85,0.6880,,WON,
2026-06-10T18:00:00+00:00,Reserve League,Newell's Old Boys Res.,Boca Juniors Res.,Asian Handicap,Home +0,2.35,0.6500,,WON,
2026-06-10T18:00:00+00:00,Reserve League,San Lorenzo Res.,Instituto Res.,Team Total Goals,Over 0.5,1.59,0.8784,,WON,
2026-06-10T18:00:00+00:00,Reserve League,Sarmiento Res.,Talleres Córdoba Res.,Asian Handicap,Home +0.25,2.15,0.6201,,LOST,
2026-06-10T19:00:00+00:00,Segunda Division,Malaga,Las Palmas,Asian Handicap,Home +0,1.5,0.6449,,WON,
2026-06-10T19:15:00+00:00,2. Deild,Haukar,Kormákur / Hvöt,Asian Handicap,Away -1.25,1.58,0.1802,,WON,
2026-06-10T19:15:00+00:00,2. Deild,Kári,Selfoss,Asian Handicap,Home +0,2.35,0.5556,,WON,
2026-06-10T19:15:00+00:00,2. Deild,Thróttur Vogar,Vikingur Olafsiik,Over/Under Goals,Under 3.5,1.69,0.8759,,WON,
2026-06-10T19:30:00+00:00,Cup,Afturelding,Stjarnan,Asian Handicap,Home +0.25,2.35,0.7078,,WON,
2026-06-10T19:45:00+00:00,Friendlies,Portugal,Nigeria,Team Total Goals,Over 0.5,1.91,0.8268,,WON,
2026-06-10T20:00:00+00:00,Friendlies,England,Costa Rica,Team Total Goals,Over 0.5,2.3,0.7374,,LOST,
2026-06-10T21:00:00+00:00,USL League Two,Charlotte Eagles,Asheville City,Asian Handicap,Home +0.25,3.55,0.6451,,WON,
2026-06-10T23:00:00+00:00,Serie B,Ceara,Avai,Team Total Goals,Over 0.5,1.55,0.8218,,WON,
2026-06-10T23:00:00+00:00,USL League Two,AC Connecticut,Vermont Green,Team Total Goals,Over 0.5,1.63,0.7606,,WON,
2026-06-10T23:00:00+00:00,USL League Two,North Carolina II,Wake,Asian Handicap,Away -1.25,3.1,0.1821,,LOST,
2026-06-10T23:00:00+00:00,USL League Two,SC United Bantams,Tobacco Road,Over/Under Goals,Under 3.5,2.02,0.8898,,LOST,
2026-06-10T23:30:00+00:00,Canadian Premier League,York United,Cavalry FC,Asian Handicap,Home +0.25,2.02,0.6416,,LOST,
2026-06-11T02:30:00+00:00,USL Championship,Phoenix Rising,Louisville City,Asian Handicap,Home +0.25,2.0,0.6972,,LOST,
2026-06-11T02:30:00+00:00,USL League Two,Snohomish United,Ballard,Asian Handicap,Home +0,2.05,0.5588,,WON,
2026-06-11T03:00:00+00:00,USL League One,Alta,Sarasota Paradise,Asian Handicap,Home +0,1.58,0.7456,,WON,
2026-06-11T15:30:00+00:00,Ykkönen,Tampere United,OLS,Over/Under Goals,Under 3.5,1.62,0.7125,,WON,
2026-06-11T16:00:00+00:00,Esiliiga A,Elva,Maardu,Over/Under Goals,Under 3.5,1.85,0.8769,,LOST,
2026-06-11T17:00:00+00:00,Division 2 - Västra Götaland,Hestrafor,Dalstorps,Asian Handicap,Home +0,1.91,0.8484,,LOST,
2026-06-11T17:00:00+00:00,Superettan,Helsingborg,Landskrona BoIS,Asian Handicap,Home +0.25,1.55,0.5416,,LOST,
2026-06-12T02:00:00+00:00,World Cup,South Korea,Czech Republic,Asian Handicap,Home +0.25,1.6,0.7655,,WON,
2026-06-12T09:30:00+00:00,New South Wales NPL,Manly United,Sydney United,Asian Handicap,Home +0.25,2.42,0.6091,,WON,
2026-06-12T09:30:00+00:00,Victoria NPL 2,Brunswick City,Eltham Redbacks FC,Asian Handicap,Home +0,1.95,0.8925,,WON,
2026-06-12T10:00:00+00:00,New South Wales NPL,Marconi Stallions,Sydney FC U23,Team Total Goals,Under 2.5,1.53,0.9345,,WON,
2026-06-12T10:15:00+00:00,South Australia State League 1,Eastern United,Adelaide Olympic,Over/Under Goals,Under 3.5,1.72,0.8769,,WON,
2026-06-12T10:30:00+00:00,Victoria NPL 2,Melbourne Knights,Brunswick Juventus FC,Asian Handicap,Home +0,1.55,0.8993,,LOST,
2026-06-12T13:00:00+00:00,Premier League,Reyady Abaseya,Al Hikma,Asian Handicap,Home +0,2.53,,,LOST,
2026-06-12T15:30:00+00:00,1 Lyga,Be1 NFA,Tauras,Asian Handicap,Home +0,1.61,0.6124,,WON,
2026-06-12T16:00:00+00:00,1 Lyga,Kauno Žalgiris II,Dainava,Double Chance,Home/Draw,1.96,0.6504,,LOST,
2026-06-12T16:00:00+00:00,2. Division - Group 2,Follo,Kjelsås,Over/Under Goals,Under 3.5,1.55,0.8680,,LOST,
2026-06-12T17:00:00+00:00,A Lyga,FK Zalgiris Vilnius,FK Trakai,Over/Under Goals,Under 3.5,1.68,0.7549,,LOST,
2026-06-12T17:00:00+00:00,Botola Pro,CODM Meknès,CR Khemis Zemamra,Asian Handicap,Home +0,1.59,0.5104,,LOST,
2026-06-12T17:00:00+00:00,Botola Pro,Difaa EL Jadida,Olympique Dcheïra,Asian Handicap,Home +0,1.51,0.6386,,WON,
2026-06-12T17:00:00+00:00,Damallsvenskan,Vittsjö W,Kristianstad W,Asian Handicap,Home +0,2.87,0.5900,,WON,
2026-06-12T17:00:00+00:00,Erovnuli Liga,Dinamo Batumi,Dila,Double Chance,Home/Draw,1.7,0.7895,,WON,
2026-06-12T18:00:00+00:00,Paulista - U20,Flamengo SP U20,Guarani U20,Asian Handicap,Home +0.25,3.08,0.7000,,LOST,
2026-06-12T18:00:00+00:00,Paulista - U20,União São João U20,Velo Clube U20,Asian Handicap,Home +0.5,1.78,0.6441,,WON,
2026-06-12T18:00:00+00:00,Paulista - U20,XV de Piracicaba U20,EC São Bernardo U20,Asian Handicap,Home +0.5,1.77,0.7644,,LOST,
2026-06-12T18:45:00+00:00,First Division,Treaty United,Bray Wanderers,Asian Handicap,Home +0.25,2.3,0.5276,,WON,
2026-06-12T18:45:00+00:00,Premier Division,St Patrick's Athl.,Drogheda United,Team Total Goals,Over 0.5,1.85,0.7603,,LOST,
2026-06-12T19:00:00+00:00,Premier Division,Shelbourne,Shamrock Rovers,Asian Handicap,Home +0.25,1.65,0.7523,,WON,
2026-06-12T22:00:00+00:00,Serie B,Atletico Goianiense,CRB,Team Total Goals,Over 0.5,1.52,0.8672,,WON,
2026-06-12T23:00:00+00:00,Primera B Metropolitana,San Martín Burzaco,Villa Dalmine,Asian Handicap,Home +0,2.05,0.7249,,LOST,
2026-06-13T01:00:00+00:00,World Cup,USA,Paraguay,Team Total Goals,Over 0.5,1.55,0.8136,,WON,
2026-06-13T03:00:00+00:00,Npl Nsw U20,UNSW U20,St George Saints U20,Team Total Goals,Under 2.5,1.57,0.8809,,LOST,
2026-06-13T04:00:00+00:00,Second League - Group 3,SKA Khabarovsk II,Salyut-Belgorod,Asian Handicap,Home +0.25,1.68,0.5485,,LOST,
